entity_num,address_num,address,full_address,country,add_remarks
18288,27672.0,d. 10 ul. Vozdvizhenka,Moscow 125009,Russia,-0- 
18288,52531.0,"Str. Dolgorukovskaya, 7, Novoslobodskaya",Moscow 127006,Russia,-0- 
18289,27676.0,"Frances House, Sir William Place",St. Peter Port GY1 4EU,Guernsey,-0- 
18289,27796.0,"Korobeinikov Lane, 1",Moscow 119034,Russia,-0- 
18290,27675.0,1 Astrakhanskaya st.,"Syzran, Samara region 446009",Russia,-0- 
18290,27677.0,"Moskvorechje street 105, Building 8",Moscow 115523,Russia,-0- 
18291,27679.0,29 Pobeditelei ave.,Minsk 220004,Belarus,-0- 
18291,52523.0,"Myasnikova, 32",Minsk 220050,Belarus,-0- 
18292,27682.0,"Achinsk Refinery industrial area, Bolsheuluisky district",Krasnoyarsk territory 662110,Russia,-0- 
18293,27683.0,"12, Shevchenko lane",Kyiv 01001,Ukraine,-0- 
18294,27687.0,25 Groznenskaya st.,Samara 443004,Russia,-0- 
18295,27686.0,"Suite 5808, 58/F, Two International Finance Center, 8 Finance Street Central",Hong Kong,China,-0- 
18296,27689.0,60 Oktyabrskaya ul.,Uvat 626170,Russia,-0- 
18297,27691.0,"Ulica Kaluzhskaya M., d., 15, str. 28",Moscow 119071,Russia,-0- 
18298,27693.0,65/1 Suschevsky Val,Moscow 129594,Russia,-0- 
18298,27694.0,65 Sushchevskiy val,Moscow 129594,Russia,-0- 
18299,27696.0,"Rue Place du Lac 2, 1204",Geneva,Switzerland,-0- 
18300,27698.0,"Elenion Building 5 Themistokli Dervi, 2nd floor","Lefkosia, Nicosia 1066",Cyprus,-0- 
18301,27700.0,"46A Avenue John F Kennedy, 2nd Floor",Luxembourg 1855,Luxembourg,-0- 
18669,28371.0,d.19 ul. Vavilova,Moscow 117997,Russia,-0- 
18708,28410.0,46 Molodezhnaya St.,"Odintsovo, Moscow Region 143002",Russia,-0- 
18709,28412.0,Novoivanovskoe workers settlement,"Odintsovo, Moscow Region 143026",Russia,-0- 
18709,28413.0,6 Vorobievskoe shosse,Moscow 119285,Russia,-0- 
18710,52544.0,26 ul. Pravdy,Moscow 125124,Russia,-0- 
18711,28419.0,16 Lva Tolstogo ul.,Moscow 119021,Russia,-0- 
18714,28426.0,6 Mulyavina Boulevard,Minsk 220005,Belarus,-0- 
18715,28428.0,46 Volodymyrska street,Kyiv 01601,Ukraine,-0- 
18715,52516.0,46 Vladimirskaya St,Kyiv 01601,Ukraine,-0- 
18716,28430.0,Schwarzenbergplatz 3,Vienna 1010,Austria,-0- 
18718,28437.0,Avenue J.F. Kennedy 46a,1855 Luxembourg,Luxembourg,-0- 
18719,28439.0,d. 35 ul. Myasnitskaya,Moscow 101000,Russia,-0- 
18720,28441.0,"8/26, Shevchenka boulevard/Pushkinska street",Kyiv 01004,Ukraine,-0- 
18720,28442.0,8/26 Pushkinskaya str/Shevchenko bulvr,Kiev 01004,Ukraine,-0- 
18721,28444.0,"14, Moskovskaya Street",Minsk 220007,Belarus,-0- 
18722,28446.0,"46 Ul, Nalbandyan",Yerevan 375010,Armenia,-0- 
18723,28449.0,28 Timiryazev Street,Almaty 050040,Kazakhstan,-0- 
18724,28451.0,38 Khatai ave. Nasimi district,Baku AZ 1008,Azerbaijan,-0- 
18724,28452.0,"60, Samed Vurgun str",Baku 1022,Azerbaijan,-0- 
18725,28454.0,"22, Rua da Missao",Luanda,Angola,-0- 
18726,28456.0,"14, G. Chanturia Street",Tbilisi 0114,Georgia,-0- 
18727,28458.0,"Parking 6, PO Box 560",Vienna 1010,Austria,-0- 
18728,28460.0,2 Balkanska street,Belgrade 11 000,Serbia,-0- 
18729,28462.0,12 Presnenskaya nab.,Moscow 123100,Russia,-0- 
18729,52492.0,"4th Lesnoy Pereulok 4, Capital Plaza",Moscow 125047,Russia,-0- 
18729,52493.0,"Room 410, Stolyarniy Pereulok 3, bld 34",Moscow 123022,Russia,-0- 
18729,74655.0,"Unit 2301, 23/F, Cheung Kong Center, 2 Queen's Road Central",-0- ,Hong Kong,-0- 
18730,28464.0,d. 52 str. 1 nab.Kosmodamianskaya,Moscow 115054,Russia,-0- 
18731,28466.0,"Room 47, office XIV, 8 Brestskaya Street",Moscow 125047,Russia,-0- 
18731,52496.0,"d. 35 str. 1, Prospect Leningradski",Moscow 125284,Russia,-0- 
18732,28468.0,str. 1 8 Chistoprudnyy bulvar,Moscow 101000,Russia,-0- 
18733,28470.0,d. 52 str. 1 nab.Kosmodamianskaya,Moscow 115054,Russia,-0- 
18734,28472.0,d. 43 str. 1 ul. Vorontsovskaya,Moscow 109147,Russia,-0- 
18735,59944.0,"d. 10 etazh 7 (BLOK A), Naberezhnaya Presnenskaya",Moscow 123112,Russia,-0- 
18736,28476.0,35 Myasnitskaya Street,Moscow 101000,Russia,-0- 
18737,28478.0,"23, Pravdy Street",Moscow 125040,Russia,-0- 
18738,28480.0,d. 43 korp. 1 ul. Vorontsovskaya,Moscow 109147,Russia,-0- 
18739,28482.0,"Per. 2-I Volkonskii, D. 10",Moscow 127473,Russia,-0- 
18739,28483.0,"Ul. Vorontsovskaya, D. 43, Str.1",Moscow 109147,Russia,-0- 
18740,59943.0,"d. 35 str. 1 Etazh 5, Pomeshch. I, Kom. 129, Prospekt Leningradski",Moscow 125284,Russia,-0- 
18741,28487.0,d.14 shosse Entuziastov,Moscow 111024,Russia,-0- 
18741,54752.0,"Room 12, room IB, ground floor, 32 Leninsky Ave",Moscow,Russia,-0- 
18742,28489.0,2 ul. Krasnogo Tekstilshchika,St. Petersburg 191124,Russia,-0- 
18743,28491.0,d. 24 str. 2 ul. Novoslobodskaya,Moscow 127055,Russia,-0- 
18743,52524.0,"12 B. Savvinsky Lane, building 9, floor 1, office 1, room 1",Moscow 119435,Russia,-0- 
18744,28493.0,d. 29/16 per. Sivtsev Vrazhek,Moscow 119002,Russia,-0- 
18745,28495.0,12a Korp. 1str 6 Pr 2-I Yuzhnoportovy,Moscow 115432,Russia,-0- 
18746,28497.0,d. 10 nab. Novodanilovskaya,Moscow 117105,Russia,-0- 
18747,28499.0,10 Presnenskaya Embankment,Moscow 123317,Russia,-0- 
18748,28501.0,19 Vavilova St.,Moscow 117997,Russia,-0- 
18749,28503.0,d. 31 G ul. Shabolovka,Moscow 115162,Russia,-0- 
18750,28505.0,"42 Bolshaya Yakimanka St., b. 1-2, office 209",Moscow 119049,Russia,-0- 
18750,28506.0,7 ul. Pavlovskaya,Moscow,Russia,-0- 
18750,52543.0,"3 Poklonnaya Street, building 1, floor 1, office 3",Moscow 121170,Russia,-0- 
18751,28508.0,"42 Bolshaya Yakimanka St., b. 1-2, office 206",Moscow 119049,Russia,-0- 
18751,52541.0,"1 Vasilisy Kozhinoy Street, building 1, floor 11, room 30",Moscow 121096,Russia,-0- 
18752,28510.0,"68 Sampsonievsky Avenue, letter N, Room 1N",Saint Petersburg 194100,Russia,-0- 
18753,28512.0,Boulevard Konrad Adenauer 2,Luxembourg 1115,Luxembourg,-0- 
18753,52532.0,"14, rue Edward Steichen",L-2540,Luxembourg,-0- 
18768,28530.0,str. 2 2 Paveletskaya pl.,Moscow 115054,Russia,-0- 
18769,28533.0,"21 str. 1, bulvar Gogolevski",Moscow 119019,Russia,-0- 
18769,53885.0,7 Kievskaya Str.,Moscow 121059,Russia,-0- 
18770,28535.0,12 Kosmonavta Volkova,Moscow 127299,Russia,-0- 
18770,56615.0,"Ul. Vereiskaya D. 29, Str. 141",Moscow 121357,Russia,-0- 
18771,28537.0,d. 15 str. 2 ul. Novy Arbat,Moscow 119019,Russia,-0- 
18772,28539.0,d. 58 str. 4 shosse Leningradskoe,Moscow 125212,Russia,-0- 
18772,53886.0,"Ul. Bolshaya Tatarskaya D. 35, Str. 5",Moscow 115184,Russia,-0- 
18773,28541.0,"29, korp.31 ul. Ibragimova",Moscow 105318,Russia,-0- 
18773,28542.0,29/31 Ibragimova Street,Moscow 105318,Russia,-0- 
18774,28544.0,"Ul. Bolshaya Tatarskaya D. 35, Str. 5",Moscow 115184,Russia,-0- 
18775,28546.0,d. 65 str. 1 ul. Gilyarovskogo,Moscow 107996,Russia,-0- 
18776,28548.0,d. 40 korp. 1 ul. Narodnogo Opolcheniya,Moscow 123298,Russia,-0- 
18777,28550.0,d. 24 ul. Usacheva,Moscow 119048,Russia,-0- 
18778,28552.0,d. 2/17 str. 1 tup Verkhni Taganski,Moscow 109240,Russia,-0- 
18779,56525.0,"176, Prospekt Mira",Moscow 129366,Russia,-0- 
18780,28557.0,"2-4-6, str. 14 per. Bolshoi Savvinski",Moscow 119435,Russia,-0- 
18781,28559.0,str. 141 29 Vereiskaya ul.,Moscow 121357,Russia,-0- 
18782,28561.0,27 Stromynka Ul.,Moscow 107076,Russia,-0- 
18783,28563.0,str. 1 18 Malaya Pirogovskaya ul.,Moscow 119435,Russia,-0- 
18784,52481.0,"bld.1,Polyanka Bolshaya str. 50/1",Moscow 119180,Russia,-0- 
18785,28569.0,d. 24 ul. Usacheva,Moscow 119048,Russia,-0- 
18786,28571.0,d. 24 ul. Usacheva,Moscow 119048,Russia,-0- 
18787,28573.0,"Vereiskaya 29, str. 141",Moscow 121357,Russia,-0- 
18787,28574.0,29 / 141 Verejskaya Street,Moscow 121357,Russia,-0- 
18788,28576.0,"Turchaninov Pereulok D. 6, Str. 2, Of. 105",Moscow 119048,Russia,-0- 
18789,28578.0,"Street Malaya Pirogovskaya, D. 18, Bldg. 1",Moscow 119435,Russia,-0- 
18790,28581.0,"Per. Skatertniy, D. 18",Moscow 121069,Russia,-0- 
18791,28583.0,"Per. Aviatsionniy, D. 5",Moscow 125319,Russia,-0- 
18792,28585.0,"P. Rassudovo, Street Tsentralnaya, D. 103",Moscow 143396,Russia,-0- 
18793,28587.0,d. 125b shosse Varshavskoe,Moscow 117587,Russia,-0- 
18793,28588.0,"Pr. Krasnokazarmenniy, D. 14 A, Bldg. 19",Moscow,Russia,-0- 
18794,28590.0,d. 9 Pr. 1-I Magistralny,Moscow 123290,Russia,-0- 
18795,28592.0,d. 51 korp. 2 ul. Sovetskaya,"Kirov, Kirovskaya obl. 610008",Russia,-0- 
18808,28610.0,Vladenie 33 Shosse Altufevskoe,Moscow 127410,Russia,-0- 
18808,28611.0,"Shosse Altufyevskoye, D. 33",Moscow 127410,Russia,-0- 
18809,28613.0,d. 34/63 ul. Obrucheva,Moscow 117342,Russia,-0- 
18810,28615.0,32 ul. Stantsionnaya,"Novosibirsk, Novosibirskaya obl. 630108",Russia,-0- 
18811,28617.0,d. 33 ul. Shcheglovskaya Zaseka,"Tula, Tulskaya obl. 300004",Russia,-0- 
18812,28619.0,d. 51 ul. Sovetskaya,"Kirov, Kirovskaya obl. 610008",Russia,-0- 
18813,28621.0,d. 1 A ul. Udaltsova,Moscow 119415,Russia,-0- 
18814,28623.0,d. 8 ul. Lenina P Kalinovo,"Nevyanski Raion, Sverdlovskaya obl. 624186",Russia,-0- 
18815,28625.0,60 ul. Dachnaya,"Novosibirsk, Novosibirskaya obl. 630082",Russia,-0- 
18816,28627.0,"d. 2 korp., 4 str., 16 kv., 6 per. Bolshoi Savvinski",Moscow 119435,Russia,-0- 
18817,28629.0,"Street Ibragimova, D. 31",Moscow 105318,Russia,-0- 
18818,28631.0,"Street Vracha Mikhaylova, D. 34",Ulyanovsk 432010,Russia,-0- 
18819,28633.0,16 Budennogo prospekt,Moscow 105118,Russia,-0- 
18820,28636.0,"Entrance 9, 12, Krasnopresnenskaya emb.",Moscow 123610,Russia,-0- 
18820,53786.0,"1, Ul. Bolshaya Pionerskaya",Moscow 115054,Russia,-0- 
19468,29591.0,d. 9 ul. Geologorazvedchikov,"Novy Urengoi, Yamalo-Nenetski a.o 629306",Russia,-0- 
19469,29593.0,d. 15 ul. Mira,"Yugorsk, Khanty-Mansiski Avtonomny okrug, Yugra a.o. 628260",Russia,-0- 
19470,29595.0,d. 20 korp. 8 ul. Staraya Basmannaya,Moscow 107066,Russia,-0- 
19471,29597.0,3 korp. 2 ul. Varshavskaya,St. Petersburg 196128,Russia,-0- 
19472,29599.0,d. 6 prospekt Oktyabrskoi Revolyutsii,"Stavropol, Stavropolski krai 355000",Russia,-0- 
19542,29677.0,3 korp.2 ul. Varshavskaya,St. Petersburg 196128,Russia,-0- 
19543,29679.0,8 Korp. 1 ul. Stroitelei,Moscow 117939,Russia,-0- 
19544,29681.0,d. 1 ul. Zvereva,"Nadym, Yamalo-Nenetski a.o. 629730",Russia,-0- 
19545,29683.0,d. 16 ul. Nametkina,Moscow 117997,Russia,-0- 
19546,29685.0,d. 24 korp. LITER A nab. Admirala Lazareva,St. Petersburg 197110,Russia,-0- 
19631,29798.0,d. 4 prospekt Oktyabrski,"Kemerovo, Kemerovskaya obl 650066",Russia,-0- 
19632,29800.0,d. 39/2 prospekt Lenina,"Ukhta, Komi resp 169312",Russia,-0- 
19633,29802.0,d. 41 ul. Adelya Kutuya,"Kazan, Tatarstan resp 420073",Russia,-0- 
19634,29804.0,d. 118 A prospekt Im 50 Let Oktyabrya,"Saratov, Saratovskaya obl. 410052",Russia,-0- 
19635,29806.0,d. 20 litera A nab. Aptekarskaya,St. Petersburg 197022,Russia,-0- 
19636,29808.0,d. 20 ul. Respubliki,"Noyabrsk, Yamalo-Nenetski a.o. 629802",Russia,-0- 
19637,29810.0,d. 8 korp. 1 ul. Stroitelei,Moscow 119311,Russia,-0- 
19638,29813.0,d. 12 A ul. Nametkina,Moscow 117420,Russia,-0- 
19639,29815.0,d. 10 B ul. Nametkina,Moscow 117420,Russia,-0- 
19640,29817.0,d. 6 litera D ul. Startovaya,St. Petersburg 196210,Russia,-0- 
19641,29819.0,d. 1 ul. Moskovskaya,"Shchelkovo, Moskovskaya obl 141112",Russia,-0- 
19642,29821.0,d. 53 ul. Shosse Neftyanikov,"Krasnodar, Krasnodarski krai 350051",Russia,-0- 
19643,29823.0,d. 36 ul. Im Dzerzhinskogo,"Krasnodar, Krasnodarski krai 350051",Russia,-0- 
19644,29825.0,"16, Gsp-7 ul. Nametkina",Moscow 117997,Russia,-0- 
19645,29827.0,d. 16 ul. Ostrovskogo,"Surgut, Khanty-Mansiski Avtonomny okrug - Yugra a.o. 628417",Russia,-0- 
19646,29829.0,58 ul. Raboche-Krestyanskaya,"Volgograd, Volgogradskaya obl. 400074",Russia,-0- 
19647,29831.0,d. 9 prospekt Frunze,"Tomsk, Tomskaya obl. 634029",Russia,-0- 
19648,29833.0,d. 1 ul. Universitetskaya,"Surgut, Khanty-Mansiski Avtonomny okrug - Yugra a.o. 628406",Russia,-0- 
19649,29835.0,d. 11 ul. Zvezdinka,"Nizhni Novgorod, Nizhegorodskaya obl. 603950",Russia,-0- 
19650,29837.0,41 str. 1 prospekt Vernadskogo,Moscow 119415,Russia,-0- 
19652,29841.0,8 Korp. 1 ul. Stroitelei,Moscow 119991,Russia,-0- 
19653,29843.0,"15 Gazovikov St., bld. 1, Razvilka","Leninski Raion, Moskovskaya obl. 142717",Russia,-0- 
19653,63717.0,Sevastopolskaya St. 1A,"Ukhta, Komi Republic",Russia,-0- 
19654,29845.0,d. 62 str. 2 shosse Starokaluzhskoe,Moscow 117630,Russia,-0- 
19670,29857.0,d. 13 str. 3 ul. Bolshaya Cheremushkinskaya,Moscow 117447,Russia,-0- 
19672,29860.0,d. 14 ul. Nizhnyaya Naberezhnaya,"Irkutsk, Irkutskaya obl 664011",Russia,-0- 
19673,29862.0,d. 54 korp. 1 litera A pomeshch prospekt Primorski,St. Petersburg 197374,Russia,-0- 
19674,29864.0,d. 106 A str. 1 ul. Novo-Sadovaya,"Samara, Samarskaya obl. 443068",Russia,-0- 
19675,29867.0,"Sosenskoe Pos, Pos. Gazoprovod, D. 101 Korp. 9",Moscow 142770,Russia,-0- 
19676,29869.0,d. 41 korp. 1 prospekt Vernadskogo,Moscow 117415,Russia,-0- 
19677,29871.0,d. 8 ul. Zheleznodorozhnaya,"Novy Urengoi, Yamalo-Nenetski a.o. 629307",Russia,-0- 
19678,29873.0,d. 70 ul. Gertsena,"Tyumen, Tyumenskaya obl. 625000",Russia,-0- 
19681,29878.0,ul. O. Bulacha,"Makhachkala, Dagestan resp. 367030",Russia,-0- 
19683,29881.0,59 ul. Rikharda Zorge,"Ufa, Bashkortostan resp. 450054",Russia,-0- 
